HGNC ID	Approved Symbol	Entrez Gene ID
16797	RAET1K	646024
16798	RAET1L	154064
16799	RAET1M	353094
16800	MUC17	140453
16801	MICF	352957
16802	MICG	352967
16803	UBE3C	9690
16804	WWP2	11060
16805	PRICKLE4	29964
16806	UBR5	51366
16807	SMURF1	57154
16808	UBR1	197131
16809	SMURF2	64750
16810	RGS8	85397
16811	TUBD1	51174
16812	COQ8A	56997
16813	PPP1R27	116729
16814	DACH2	117154
16815	PHOSPHO1	162466
16816	CHD5	26038
16817	ESS2	8220
16818	PUDP	8226
16820	SCARF1	8578
16821	NOP14	8602
16822	FAM193A	8603
16823	TMEM11	8834
16824	HCAR3	8843
16825	MTMR8	55613
16826	TSC22D1	8848
16827	CDC123	8872
16828	SEC22C	9117
16829	RRP9	9136
16830	IL32	9235
16831	TSPOAP1	9256
16832	ATP6V1F	9296
16833	SOCS6	9306
16834	NREP	9315
16835	TAOK2	9344
16836	TGFBRAP1	9392
16837	LY86	9450
16838	ZNF358	140467
16839	THEMIS2	9473
16840	MED20	9477
16841	LITAF	9516
16842	TP53I11	9537
16843	FRMPD2B	728798
16844	CREB5	9586
16846	WTAP	9589
16847	CSAG2	102723547
16848	CD300LD	100131439
16849	MORF4L2	9643
16850	CTR9	9646
16851	RALGPS1	9649
16852	SOCS5	
16853	IPO13	9670
16854	RAPGEF2	9693
16855	TRAM2	9697
16856	ESPL1	9700
16857	KLF16	83855
16858	USP6NL	9712
16859	NOS1AP	9722
16860	SART3	9733
16861	PIAS3	10401
16862	RAPGEF5	9771
16863	BCLAF1	9774
16864	DLGAP5	9787
16865	PHYHIP	9796
16867	RNF40	9810
16869	ARMCX2	9823
16870	MELK	9833
16871	SPRN	503542
16872	SLC35B2	347734
16873	FIG4	9896
16874	SV2B	9899
16875	MRC2	9902
16876	ARNT2	9915
16877	MFN2	9927
16878	HELZ	9931
16879	REC8	9985
16880	SSX4B	548313
16881	AAED1	195827
16882	HCN4	10021
16884	SH2D3C	10044
16885	SH2D3A	10045
16887	PDZK1IP1	10158
16888	DHRS9	10170
16889	PSMD14	10213
16890	CTDSPL	10217
16891	TRIB1	10221
16892	CD96	10225
16893	PLIN3	10226
16894	MFSD10	10227
16895	LRRC17	10234
16896	RABEPK	10244
16897	RIDA	10247
16898	EFS	10278
16899	L1RE3	
16900	SMNDC1	10285
16901	SPEG	10290
16902	BCKDK	10295
16903	TNIP1	10318
16904	CRISP3	10321
16905	KLHL41	10324
16906	GSTK1	373156
16909	NDC80	10403
16910	CPQ	10404
16911	MYCNOS	10408
16912	EMG1	10436
16913	CTNNBIP1	56998
16914	LRRN2	10446
16915	HAX1	10456
16916	CLEC10A	10462
16917	LRRC41	10489
16918	SYNCRIP	10492
16919	VAT1	10493
16920	CIB1	10519
16921	AGAP2	116986
16922	AGAP1	116987
16923	AGAP3	116988
16924	ARAP2	116984
16925	ARAP1	116985
16926	KRTAP9-2	83899
16927	KRTAP9-3	83900
16928	KRTAP4-4	84616
16929	FRA18C	
16930	CHERP	10523
16931	HYOU1	10525
16932	NEBL	10529
16933	FEM1C	56929
16934	FEM1A	55527
16935	ATG7	10533
16936	LRP11	84918
16937	ARL6IP5	10550
16938	IFI44	10561
16939	SLU7	10569
16940	DGAT2	84649
16941	SCGN	10590
16942	ERN2	10595
16943	CDC42EP3	10602
16944	RBM17	84991
16945	PAIP1	10605
16946	P3H4	10609
16947	ERLIN1	10613
16948	MYDGF	56005
16949	FAM120C	54954
16950	STAMBP	10617
16951	IVNS1ABP	10625
16952	TXNIP	10628
16953	POSTN	10631
16954	RASL10A	10633
16955	GAS2L1	10634
16956	RAD51AP1	10635
16957	SPHAR	10638
16959	YKT6	10652
16960	LBX1	10660
16961	CD226	10666
16962	CGREF1	10669
16963	RRAGA	10670
16964	DCTN6	10671
16966	ZMYND11	10771
16967	ARPP19	10776
16968	ARPP21	10777
16969	HSPH1	10808
16970	FRS3	10817
16971	FRS2	10818
16972	DIAPH2-AS1	10824
16973	PPP1R17	10842
16974	SRCAP	10847
16976	BNIPL	149428
16977	HCST	10870
16978	EDDM3A	10876
16979	CFHR4	10877
16980	CFHR3	10878
16981	PPBPP2	10895
16982	MFHAS1	9258
16983	OLIG1	116448
16984	RUNDC3A	10900
16985	DHRS4	10901
16986	LMAN2	10960
16987	SUGT1	10910
16988	SRSF8	10929
16989	MORF4L1	10933
16990	C11orf58	10944
16991	CKAP4	10970
16992	LRRC8D	55144
16993	SEC61B	10952
16994	OS9	10956
16995	GJA10	84694
16996	TMED2	10959
16997	MLLT11	10962
16998	TMED10	10972
16999	CLP1	10978
17001	GLIPR1	11010
17002	PIAS4	51588
17003	STON1	11037
17004	WWP1	11059
17005	CNMD	11061
17007	DUSP14	11072
17008	TOPBP1	11073
17009	TRIOBP	11078
17010	NUPL2	11097
17011	HNRNPUL1	11100
17012	FGFR1OP	11116
17013	CD160	11126
17014	CDC42EP1	11135
17015	PWP1	11137
17016	KAT7	11143
17017	LSM6	11157
17018	SEC23IP	11196
17019	PRICKLE1	144165
17020	IRAK3	11213
17021	ASTN2	23245
17022	HPS5	11234
17023	RNF139	11236
17024	PHF11	51131
17025	COL21A1	81578
17026	TP53TG1	11257
17027	SLC16A10	117247
17028	SNF8	11267
17029	ECD	11319
17030	GPN1	11321
17031	GRK7	131890
17032	VSIG4	11326
17034	TUSC2	11334
17035	EXOSC8	11340
17036	SCRG1	11341
17037	TFB1M	51106
17038	MGLL	11343
17039	TMEM259	91304
17040	CASC3	22794
17041	HSPA4L	22824
17042	PUF60	22827
17043	NIPA1	123606
17044	NIPA2	81614
17045	NKD1	85407
17046	NKD2	85409
17047	RPS19P2	85487
17049	RPL9P2	729004
17050	RPL26L1	51121
17052	SEC31A	22872
17053	PLEKHA6	22874
17054	INPP5F	22876
17055	MLXIP	22877
17056	RPH3A	22895
17057	CARD8	22900
17058	SLC35E4	339665
17059	SACM1L	22908
17060	KIFAP3	22920
17061	MSRB2	22921
17062	HABP4	22927
17063	RAB3GAP1	22930
17064	ELL2	22936
17066	ACIN1	22985
17067	FAIM2	23017
17068	PALLD	23022
17069	FNBP1	23048
17070	SWAP70	23075
17071	KDM4C	23081
17072	ERC1	23085
17073	ARHGAP26	23092
17074	SARM1	23098
17075	TAB2	23118
17077	CTDSP2	10106
17078	CLASP2	23122
17079	GGA3	23163
17080	BMP2KL	347359
17081	RPS7P1	388363
17082	MLC1	23209
17083	RRS1	23212
17084	SYNE2	23224
17085	EXOC6B	23233
17086	CSTF2T	23283
17087	ICOSLG	23308
17088	CLASP1	23332
17089	SYNE1	23345
17090	ARHGEF18	23370
17091	NCSTN	23385
17092	RPL37P2	116730
17093	RPL38P1	116809
17094	RPL39L	116832
17095	LARS2	23395
17097	EXOSC2	23404
17098	DICER1	23405
17099	LINC01565	23434
17101	SUZ12	23512
17102	ARHGAP45	23526
17103	TNPO3	23534
17104	CDON	50937
17105	BEST3	144453
17106	BEST4	266675
17107	BEST2	54831
17108	ADAMTS16	170690
17109	ADAMTS17	170691
17110	ADAMTS18	170692
17111	ADAMTS19	171019
17113	HIF1AN	55662
17116	CATSPER1	117144
17117	SLC35C2	51006
17118	RNF32	140545
17119	IL26	55801
17121	RPS27AP1	103911
17123	SLC9A7	84679
17124	SLC31A1P1	117151
17125	TMEM185A	84548
17127	SLC39A2	29986
17128	SLC39A3	29985
17129	SLC39A4	55630
17131	SNORD83A	116937
17132	SNORD83B	116938
17133	SP140	11262
17134	CBWD1	55871
17135	RLN3	117579
17136	FTSJ3	117246
17138	LINC00161	118421
17142	OPTN	10133
17143	DFNB34	245821
17144	NT5C	30833
17145	SNAPIN	23557
17146	ARL2BP	23568
17147	CDC42EP4	23580
17148	SMUG1	23583
17149	VSIG2	23584
17150	CARHSP1	23589
17151	ORC6	23594
17152	ACOT9	23597
17153	RUSC1	23623
17155	RABGAP1	23637
17156	LY96	23643
17157	EDC4	23644
17158	PLD3	23646
17160	ARFIP2	23647
17162	LSM5	
17163	PLA2G15	23659
17164	BCL2L13	23786
17165	TFIP11	24144
17166	FJX1	24147
17167	SYT15	83849
17168	RAB3GAP2	25782
17169	PRDX4	10549
17170	TRUB2	26995
17171	LOXL4	84171
17173	BOC	91653
17174	NAGK	55577
17175	PLCE1	51196
17176	HEBP1	50865
17177	CRLF3	51379
17178	ADAMTS20	80070
17179	CDC37L1	55664
17180	ASB5	140458
17181	ASB6	140459
17182	ASB7	140460
17183	ASB8	140461
17184	ASB9	140462
17185	ASB10	136371
17186	ASB11	140456
17187	OLFM1	10439
17189	OLFM2	93145
17190	OLFM4	10562
17192	TIRAP	114609
17193	FGF7P2	394217
17194	NDUFA13	51079
17195	ACRBP	84519
17196	HELB	92797
17197	ZNF354B	117608
17198	CHSY1	22856
17199	PSORS1C2	170680
17200	LRRN3	54674
17202	PSORS1C1	170679
17203	PSORS1C3	100130889
17204	SCA20	
17205	TMEM8A	58986
17206	TMEM242	729515
17207	KLF7P1	100128036
17208	BICD2	23299
17209	STK36	27148
17210	DHX37	57647
17211	DHX38	9785
17213	COLEC11	78989
17215	LINC00527	54748
17216	ERVH48-1	90625
17217	DIP2A	23181
17218	ZNF355P	100505852
17219	FEM1AP1	441957
17220	RPL8P2	100128766
17222	RPS5P2	100130240
17223	UST	10090
17224	RAB11FIP3	9727
17225	DGCR12	25784
17226	DGCR11	25786
17227	DGCR9	25787
17228	RAD54B	25788
17229	CFAP45	25790
17230	KRTAP4-8	728224
17231	KRTAP9-8	83901
17233	ELMO2	63916
17234	ANKRD30A	91074
17236	PPIAP22	653214
17238	RPL37P3	378818
17239	RPL37P4	378819
17241	TRIM16	10626
17243	DFNA43	
17245	CPA6	57094
17247	FUNDC2P2	388965
17251	RPL9P9	388147
17252	ARGFXP1	503583
17253	FUNDC2P1	220793
17255	KNTC1	9735
17256	ACTR3B	57180
17257	SPDEF	25803
17258	AGTPBP1	23287
17259	LSM4	25804
17260	TNFAIP8	25816
17261	MOB4	25843
17262	BRMS1	25855
17263	PART1	25859
17264	POLR1A	25885
17265	ABI3BP	25890
17266	NUDT15P1	574532
17267	RNF113B	140432
17268	CENPH	64946
17269	IP6K3	117283
17270	PASK	23178
17271	RRAS2	22800
17272	CENPJ	55835
17273	KIF15	56992
17274	TRIM29	23650
17275	PSORS4	
17276	ERI3	79033
17277	ZFR	51663
17278	PNRC1	10957
17279	OPRPN	58503
17280	ANKRD6	22881
17281	GHITM	27069
17282	RIMS1	22999
17283	RIMS2	9699
17284	POT1	25913
17286	EXOSC1	51013
17287	SUV39H2	79723
17288	APOA5	116519
17289	ELMO3	79767
17290	IL27RA	9466
17291	TMED1	11018
17292	SLC44A2	57153
17293	PRKD2	25865
17294	DAB2IP	153090
17295	CRYBG2	55057
17296	RRM2B	50484
17297	RNF34	80196
17298	BRF2	55290
17299	TPTE2	93492
17300	TAF8	129685
17301	PCSK1N	27344
17302	NEGR1	257194
17303	TAF3	83860
17304	TAF5L	27097
17305	TAF6L	10629
17306	TAF9B	51616
17307	BTAF1	9044
17310	TIMM17B	10245
17311	PIAS2	9063
17312	TIMM23	100287932
17313	IP6K2	51447
17315	TIMM17A	10440
17316	TIMM44	10469
17317	TIMM22	29928
17318	RXFP2	122042
17321	SP7	121340
17322	PSORS8	
17325	PRODH2	58510
17326	SMR3B	10879
17327	WAC	51322
17328	DTNBP1	84062
17329	SLA2	84174
17330	DDX28	55794
17333	SPATA4	132851
17334	RPL29P2	118432
17336	RPL23AP7	118433
17337	LCN6	158062
17339	SCZD10	
17340	PRPF8	10594
17341	TRNT1	51095
17342	BRWD3	254065
17343	APOBEC3A	200315
17344	URB1	9875
17345	FTMT	94033
17346	PRPF4B	8899
17347	DDX23	9416
17348	PRPF3	9129
17349	PRPF4	9128
17350	CDC40	51362
17351	PRPF18	8559
17352	APOBEC3B	9582
17353	APOBEC3C	27350
17354	APOBEC3D	140564
17356	APOBEC3F	200316
17357	APOBEC3G	60489
17358	TPK1	27010
17359	NUP54	53371
17360	LRIG1	26018
17361	ARID5A	10865
17362	ARID5B	84159
17363	YAF2	10138
17364	DBF4	10926
17365	SNORD35B	84546
17366	AASS	10157
17367	IFT57	55081
17368	IRAK1BP1	134728
17369	ABT1	29777
17371	FHL5	9457
17372	ACTR10	55860
17376	AK3	50808
17377	ALLC	55821
17378	NAGPA	51172
17379	APBB1IP	54518
17380	ANAPC7	51434
17381	SH2B2	10603
17382	SRGAP1	57522
17383	HRH4	59340
17384	RNF111	54778
17389	SMPDL3A	10924
17393	MARCH7	64844
17395	CKS1BP4	100499259
17397	BANF1	8815
17399	ARHGAP32	9743
17402	CXorf40B	541578
17407	ZC3H12B	340554
17408	CDC42EP5	148170
17409	ZNF382	84911
17410	HAPLN2	60484
17412	CLCF1	23529
17416	ADGRV1	84059
17418	MAGEB17	645864
17419	EIF5AL1	143244
17420	SLEH1	
17422	CHST11	50515
17423	CHST12	55501
17425	NPFFR1	64106
17427	DPF3	8110
17428	RAPGEFL1	51195
17429	CGN	57530
17432	CHIA	27159
17433	CHP1	11261
17435	SLC12A9	56996
17438	CLNK	116449
17440	RFWD2	64326
17441	RCOR1	23186
17442	LCN9	392399
17443	TBRG4	9238
17445	RPS27P3	654365
17447	CLSTN1	22883
17448	CLSTN2	64084
17449	CYP39A1	51302
17450	CYP3A43	64816
17451	CYSLTR1	10800
17452	AS3MT	57412
17453	TRIM74	378108
17460	PSMA6P1	64596
17466	SLC43A3	29015
17468	PDLIM5	10611
17470	EPGN	255324
17474	ESAM	90952
17478	RPS8P4	646119
17479	RCHY1	25898
17480	DFNB43	449481
17481	PJA2	9867
17482	GPR132	29933
17485	PPP2R3C	55012
17490	TPMTP1	400650
17493	GMNN	51053
17494	GJC2	57165
17495	GJC3	349149
17496	GKAP1	80318
17497	LZIC	84328
17499	SERGEF	26297
17500	GORASP2	26003
17505	FAM215A	23591
17509	HEMGN	55363
17512	HOMER1	9456
17513	HOMER2	9455
17514	HOMER3	9454
17515	GAB3	139716
17521	ZNF385A	25946
17537	ASIC5	51802
17539	INSM2	84684
17542	PRSS29P	123787
17546	JDP2	122953
17550	KREMEN1	
17553	ABHD1	84696
17556	MED16	10025
17557	LCMT1	51451
17558	LCMT2	9836
17562	LSM10	84967
17563	METTL3	56339
17565	MINK1	50488
17567	DLEU7	220107
17572	EPDR1	54749
17574	ALPK3	57538
17575	SPEN	23013
17579	STARD3	
17581	APIP	51074
17582	KAT6B	23522
17585	KCP	375616
17586	MTCH1	23787
17587	MTCH2	23788
17589	ORAOV1	220064
17590	C12orf10	60314
17591	CLDN23	137075
17592	NDFIP1	80762
17597	NCDN	23154
17598	UBE2J1	51465
17601	CADM3	57863
17606	FAM85A	
17609	RASSF5	83593
17613	BFAR	51283
17615	PCGF1	84759
17616	IL17RD	54756
17617	MRGPRX4	117196
17619	NDE1	54820
17620	NDEL1	81565
17621	NUDT10	170685
17623	NUB1	51667
17624	DAP3P1	359804
17625	ZNF674	641339
17627	ANIB1	116833
17631	POLR1E	64425
17633	NAMPTP1	646309
17634	NUFIP2	57532
17635	CD274	29126
17637	PERP	64065
17638	MEIS3P2	257468
17640	CKS1BP5	100526793
17641	DCLRE1B	64858
17642	DCLRE1C	64421
17643	GOPC	57120
17644	PIWIL2	55124
17646	NGLY1	55768
17648	POPDC2	64091
17649	POPDC3	64208
17650	SH3RF1	57630
17652	PORCN	64840
17655	GREM2	64388
17660	DCLRE1A	9937
17661	PLA1A	51365
17662	PTBP2	58155
17663	PITRM1	10531
17664	NECTIN3	25945
17675	XPO5	57510
17676	RABGEF1	27342
17677	RABEP1	9135
17679	RANGRF	29098
17680	RBAK	57786
17684	ARMC1	55156
17686	RIC1	57589
17687	RCL1	10171
17688	RPP30	10556
17689	POP5	51367
17692	ROPN1	54763
17693	DHRS3	9249
17697	SARS2	54938
17699	SBK1	388228
17700	CCL28	56477
17702	SEC61A2	55176
17704	PDZRN3	23024
17705	SELENOF	9403
17707	HCG11	493812
17710	SIT1	27240
17712	SIVA1	10572
17715	ACBD7	414149
17717	STK39	27347
17718	SEC11A	23478
17719	CDC42SE1	56882
17720	SGPP1	81537
17721	C20orf194	25943
17722	SPRED2	200734
17724	HCG13P	493813
17726	ZNRF4	148066
17727	IQCB2P	340192
17728	PMFBP1	83449
17729	UXS1	80146
17731	CLASRP	11129
17732	SYNPO2	171024
17733	PLEKHH1	57475
17734	TAAR1	134864
17735	TMEM63B	55362
17736	RHOQ	23433
17737	C8orf17	100507249
17741	ARL4AP1	387684
17742	ARL2BPP1	399666
17748	DACT1	51339
17751	CRIP3	401262
17752	TSPAN3	10099
17753	TSPAN5	10098
17754	THSD1	55901
17755	TNFRSF13C	115650
17756	EDA2R	60401
17757	TNMD	64102
17759	PDSS1	23590
17760	TREM1	54210
17761	TREM2	54209
17762	ELOCP2	283747
17765	RNF138	51444
17767	KRT18P9	442205
17768	TDP2	51567
17770	RALGAPA1	253959
17772	TXN2	25828
17776	FAM238A	645528
17777	UBOX5	22888
17778	GAGE12J	729396
17780	ACTBL2	345651
17781	UCN3	114131
17785	URAD	646625
17787	LIN7A	8825
17788	LIN7B	64130
17789	LIN7C	55327
17791	TBC1D8	11138
17792	VTI1A	143187
17793	VTI1B	10490
17794	RHOU	58480
17795	SAV1	60485
17796	XPO4	64328
17797	MAP3K20	51776
17798	YLPM1	56252
17800	FARSB	10056
17801	ZFP28	140612
17802	TIMM8AP1	399520
17804	PIPOX	51268
17805	DIRC3	729582
17806	CYHR1	50626
17807	CHODL	140578
17808	ZC3H4	23211
17809	SMG6	23293
17810	AMOT	154796
17811	AMOTL1	154810
17812	AMOTL2	51421
17813	IGSF8	93185
17814	SLF2	
17817	IFI44L	10964
17818	NT5C1B	93034
17819	NT5C1A	84618
17820	NT5C3A	51251
17821	DDX39A	10212
17822	PTGES2	80142
17823	C9orf16	79095
17824	HRASLS2	54979
17825	PLA2G16	11145
17826	WDR5B	54554
17827	ST8SIA5	29906
17829	GPR108	56927
17830	GPR107	57720
17831	OTSC3	
17833	PARK10	170534
17834	RPL3P2	116935
17835	PPP2R5CP	
17836	MDH1B	130752
17837	MSL3P1	151507
17838	NIFK	84365
17839	CDC26	246184
17840	CHCHD5	84269
17841	MORN5	254956
17842	GGA1	26088
17843	TGS1	96764
17844	KLHL36	79786
17845	SULT1B1	27284
17846	ST6GALNAC4	27090
17847	STK38	11329
17848	STK38L	23012
17849	ADGRA2	25960
17850	HINFP	25988
17851	REXO2	25996
17852	CHPT1	56994
17853	IBTK	25998
17854	UPF2	26019
17855	GLCE	26035
17856	HACL1	26061
17857	TRIM69	
17858	GPSM1	26086
17859	NUP188	23511
17860	SERBP1	26135
17861	TRAF3IP1	26146
17862	SENP3	26168
17864	DGCR10	26222
17865	FAM162A	26355
17866	HAVCR1	26762
17867	NPTN	27020
17868	BBC3	27113
17869	AFF4	27125
17870	INVS	27130
17871	NMRK2	27231
17872	ARMT1	79624
17874	LSM3	27258
17875	FBXL8	55336
17877	NMNAT1	64802
17879	CENPL	91687
17880	LMTK2	22853
17881	NRSN1	140767
17882	SREK1	140890
17883	DBF4B	80174
17884	SPATA3	130560
17885	STEAP2	261729
17886	RBMXL2	27288
17887	DHDH	27294
17888	CRCP	27297
17889	APEX2	27301
17890	HPGDS	27306
17893	PGAP2	27315
17894	ZNF638	27332
17895	UBE2S	27338
17896	PRPF19	27339
17897	UTP20	27340
17898	NKIRAS2	28511
17899	NKIRAS1	28512
17902	COMMD5	28991
17903	MED4	29079
17904	DROSHA	29102
17905	FHOD1	29109
17906	DDX50	79009
17907	CBWD2	150472
17908	ZBTB43	23099
17909	DUSP16	80824
17910	PRSS50	29122
17911	ALKBH1	8846
17914	SMCR2	105371564
17916	ZDHHC1	29800
17918	SMCR5	140771
17919	SMCR6	140772
17920	MIEF2	125170
17921	SMCR8	140775
17922	REPIN1	29803
17923	GRHL1	29841
17925	TFCP2L1	29842
17927	SENP1	29843
17928	PSMC3IP	29893
17929	AADAT	51166
17930	PURG	29942
17931	SERTAD3	29946
17932	SERTAD1	29950
17933	KAT8	84148
17934	PLA2G3	50487
17935	CD207	50489
17936	PODXL2	50512
17937	CUZD1	50624
17938	CALY	50632
17939	SLC45A1	50651
17940	MYEF2	50804
17941	NTM	50863
17943	DERL2	51009
17944	EXOSC3	51010
17945	PRLH	51052
17946	NOSIP	51070
17947	THEM4	117145
17948	YBX2	51087
17949	TJAP1	93643
17950	BORCS5	118426
17951	PDB5	
17952	PDB6	
17953	PSORS5	
17955	LAMTOR5	10542
17956	WDR18	57418
17958	SAMD1	90378
17959	RPL21P4	140660
17960	RPLP0P2	113157
17961	TRPM8	79054
17962	MRGPRX1	259249
17963	PARK11	352908
17964	RDH11	51109
17966	CEP83	51134
17967	IRAK4	51135
17968	A4GNT	51146
17969	GABRR3	200959
17970	PAIP2	51247
17971	C6orf203	51250
17972	NRN1	51299
17973	GCNT4	51301
17975	REEP2	51308
17976	RPL10L	140801
17978	B3GALT6	126792
17980	MRGPRX3	117195
17981	RTCA	8634
17983	MRGPRX2	117194
17984	FAUP1	140623
17985	ROBO4	54538
17986	LINC01545	724087
17989	SLC22A12	116085
17990	OLFM3	118427
17991	MESTIT1	317751
17992	TRPM3	80036
17993	TRPM4	54795
17994	TRPM7	54822
17995	TRPM6	140803
17996	NAGS	162417
17997	FKRP	79147
17998	RPL22P1	125371
17999	PKN3	29941
18000	PHF5A	84844
18001	TOMM40	10452
18002	TOMM22	56993
18003	OLIG3	167826
18004	THA1P	390816
18005	GIMAP5	55340
18006	NISCH	11188
18007	GLIPR2	152007
18008	NXN	64359
18010	GDAP2	54834
18011	NUDT11	55190
18012	NUDT4P1	440672
18013	NUDT4P2	170688
18015	IL17RB	55540
18016	NUP133	55746
18017	NUP160	23279
18018	DHX40	79665
18019	ZFAND3	60685
18020	PRR4	11272
18021	TMC6	11322
18022	TP53INP1	94241
18023	GLYCAM1	644076
18024	FSD2	123722
18025	COA6	388753
18026	TBC1D2	55357
18027	TWISTNB	221830
18028	OSGEP	55644
18035	EML2	24139
18036	EMID1	129080
18037	ARID2	196528
18038	COL26A1	136227
18039	KDM5B	10765
18040	ARID1B	57492
18041	BMP2K	55589
18042	CNOT6L	246175
18043	MCM10	55388
18044	SLC38A3	10991
18046	PRNT	149830
18047	ELOVL3	83401
18048	TLK2P1	646202
18049	ACSM1	116285
18052	RNF38	152006
18053	PKD1L1	168507
18054	GPHA2	170589
18055	GPHB5	122876
18056	TAF1L	138474
18057	SLC22A10	387775
18058	STARD4	134429
18060	ARX	170302
18061	EBPL	84650
18062	GPT2	84706
18063	STARD7	56910
18064	RNF39	80352
18065	STARD5	80765
18066	STARD6	147323
18067	SLC2A12	154091
18068	SLC15A3	51296
18069	NAT8	9027
18070	SLC38A5	92745
18071	EMSY	56946
18072	RABL3	285282
18073	ARMCX1	51309
18075	AHSP	51327
18076	ARL6IP4	51329
18077	NGRN	51335
18078	ZBTB7A	51341
18079	ZNF362	149076
18080	ST3GAL6	10402
18081	WIF1	11197
18082	TRPV2	51393
18083	TRPV4	59341
18084	TRPV3	162514
18085	TMEM199	147007
18086	DEFB107A	245910
18087	DEFB105A	245908
18088	DEFB106A	245909
18089	DEFB108A	503694
18090	DEFB109A	245912
18091	DEFB110	245913
18093	DEFB112	245915
18094	DEFB113	245927
18095	DEFB114	245928
18096	DEFB115	245929
18097	DEFB116	245930
18098	DEFB117	245931
18099	DEFB119	245932
18101	DEFB121	245934
18102	DEFB122	245935
18103	DEFB123	245936
18104	DEFB124	245937
18105	DEFB125	245938
18106	DEFB128	245939
18107	DEFB130A	245940
18108	DEFB131A	644414
18111	CCDC50	152137
18113	TTLL11	158135
18114	KHDRBS2	202559
18115	DEFB104A	140596
18116	KHDRBS1	10657
18117	KHDRBS3	10656
18118	RSF1	51773
18119	SPATA5	166378
18120	SLC22A11	55867
18121	MFRP	83552
18122	SOX17	64321
18123	ACVR1C	130399
18124	P2RY12	
18125	ATP6V1E2	90423
18126	ZNRF3	84133
18127	TUBGCP6	85378
18128	HDAC10	83933
18129	GHRL	51738
18130	SYCP3	50511
18131	ILDR2	387597
18132	IGSF9	57549
18133	TAOK3	51347
18135	WT1-AS	51352
18136	SELENOT	51714
18137	CHST15	51363
18138	EIF3L	51386
18140	RHCG	51458
18141	DCDC2	51473
18142	DAAM1	23002
18143	DAAM2	23500
18144	DSEL	92126
18145	PHF6	84295
18147	PRR31	101928638
18149	A4GALT	53947
18150	MYO18B	84700
18151	NXT2	55916
18152	TNFRSF12A	
18153	TNFRSF13B	23495
18154	RNF115	27246
18155	TXNRD2	10587
18156	ACOT11	26027
18157	TAB1	10454
18158	VCX2	51480
18159	VCX3A	51481
18160	ETV7	51513
18161	SCLY	51540
18162	TRIM73	375593
18163	IFNE	338376
18165	STYXL1	51657
18166	EPS15P1	55380
18167	MPP6	51678
18168	SLC4A5	57835
18169	FKBP10	60681
18170	CMPK1	51727
18171	CD244	51744
18173	ERAP1	51752
18174	STK26	51765
18175	COQ3	51805
18177	GIPC2	54810
18178	VPS28	51160
18179	VPS33A	65082
18180	CALML5	51806
18181	SHC3	53358
18182	TPCN1	53373
18183	GIPC3	126326
18184	DCUN1D1	54165
18185	ERRFI1	54206
18186	GPR173	54328
18187	SIAE	54414
18188	TMCO1	54499
18189	EXOSC4	54512
18190	ZNF648	127665
18191	MTMR12	54545
18192	TUBBP3	326106
18193	DDX56	54606
18194	ZNF365	22891
18196	SOX7	83595
18197	EML5	161436
18200	CASKIN2	57513
18206	CRISPLD1	83690
18208	MESTP2	100421572
18210	MOGAT1	116255
18211	PLEKHJ1	55111
18212	HPCAL4	51440
18213	OFD1P16Y	442485
18215	PI4K2B	55300
18216	TMEM37	140738
18219	CD248	57124
18220	GUSBP4	375513
18222	RBFOX1	54715
18224	ZRANB1	54764
18225	BPY2C	442868
18226	AACSP1	729522
18229	RASD2	23551
18231	CDHR2	54825
18232	BSPRY	54836
18233	BANK1	55024
18234	MOCOS	55034
18235	EPN3	55040
18237	CD99L2	83692
18238	RAB25	57111
18239	ARHGAP17	55114
18240	PAIP1P1	100421582
18241	PRMT6	55170
18242	APPL2	55198
18243	RCBTB1	55213
18246	CRYL1	51084
18247	SMU1	55234
18248	ELP2	55250
18249	KCTD1	284252
18250	PHF10	55274
18251	SELENOH	280636
18252	DFNB58	
18253	PARL	55486
18254	HES6	55502
18257	TBC1D3F	84218
18258	VEZT	55591
18259	ITLN1	55600
18260	RAB20	55647
18261	NPLOC4	55666
18262	MFN1	55669
18263	RAB21	23011
18264	ATP6V1C2	245973
18265	ATP6V1G3	127124
18266	ATP6V0D2	245972
18267	FMNL2	114793
18268	LMBR1L	55716
18269	BTBD7	55727
18270	HHAT	55733
18271	ENAH	55740
18272	METTL2B	55798
18273	TRERF1	55809
18274	CYSLTR2	57105
18275	ABTB1	80325
18276	SEC61A1	29927
18277	SEC61G	23480
18278	RAD18	56852
18279	UTP6	55813
18280	RNF130	55819
18281	PECR	55825
18282	PBK	55872
18283	RAB40A	142684
18284	RAB40B	10966
18285	RAB40C	57799
18286	RAX2	84839
18287	VPS37D	155382
18289	ABHD11-AS1	171022
18290	CMAS	55907
18291	DMAP1	55929
18292	CFC1	55997
18293	RAB41	347517
18294	ALG1	56052
18295	DAD1P1	56286
18296	PPP4R2	151987
18297	PILRB	29990
18298	H2AFB2	474381
18301	SLC2A14	144195
18302	MDN1	23195
18303	ATP6V1H	51606
18304	COTL1	23406
18305	ATP6AP2	10159
18306	KCNG3	170850
18308	TMLHE	55217
18309	SPATA6	54558
18311	ERP44	23071
18312	PXT1	222659
18313	RHOV	171177
18314	RND1	27289
18315	RND2	8153
18316	ZNF366	
18317	NICN1	84276
18318	ASXL1	171023
18319	PRIMA1	145270
18320	ZNF367	195828
18322	NICN2P	171176
